,name,iata,oaci,fleet_size,img_ext,timestamp
1544,United Kingdom - Royal Air Force Air Transport,RRR,,58,https://images.flightradar24.com/assets/airlines/logotypes/2401.png,2024-02-09 12:15:35.340320
1545,United Kingdom - Royal Navy,NVY,,106,placeholder,2024-02-09 12:15:35.340320
1546,United Kingdom - UK Royal/VIP Flights,KRF,,3,placeholder,2024-02-09 12:15:35.340320
1547,United Nations,UNO,,44,https://images.flightradar24.com/assets/airlines/logotypes/500.png,2024-02-09 12:15:35.340320
1548,United Nigeria Airlines,NUA,UN,2,placeholder,2024-02-09 12:15:35.340320
1549,United States - Air Force,RCH,,3491,https://images.flightradar24.com/assets/airlines/logotypes/2020.png,2024-02-09 12:15:35.340320
1550,United States - NASA,IGY,,59,placeholder,2024-02-09 12:15:35.340320
1551,United States - US Department of Interior,DOI,,39,placeholder,2024-02-09 12:15:35.340320
1552,United States - US Department of Justice,DOJ,,5,placeholder,2024-02-09 12:15:35.340320
1553,United States - US Department of State,DOS,,11,placeholder,2024-02-09 12:15:35.340320
1554,United States - US Forest Service,XCN,,23,placeholder,2024-02-09 12:15:35.340320
1555,United States - US Immigration and Customs Enforcement,RPN,,194,placeholder,2024-02-09 12:15:35.340320
1556,United States - US Marshals Service,MSH,,3,placeholder,2024-02-09 12:15:35.340320
1557,Universal Air,UVL,VO,5,placeholder,2024-02-09 12:15:35.340320
1558,University of Central Missouri,UCM,,5,placeholder,2024-02-09 12:15:35.340320
1559,University of Oklahoma,OUA,,18,placeholder,2024-02-09 12:15:35.340320
1560,Uniworld Air Cargo,UCG,U7,3,placeholder,2024-02-09 12:15:35.340320
1561,UPS,UPS,5X,295,https://images.flightradar24.com/assets/airlines/logotypes/618.png,2024-02-09 12:15:35.340320
1562,UR Airlines,UBD,UD,3,https://images.flightradar24.com/assets/airlines/logotypes/596.png,2024-02-09 12:15:35.340320
1563,Ural Airlines,SVR,U6,52,https://www.flightradar24.com/static/images/data/operators/SVR_logo0.png,2024-02-09 12:15:35.340320
1564,Urumqi Air,CUH,UQ,16,https://images.flightradar24.com/assets/airlines/logotypes/524.png,2024-02-09 12:15:35.340320
1565,US-Bangla Airlines,UBG,BS,20,https://images.flightradar24.com/assets/airlines/logotypes/1277.png,2024-02-09 12:15:35.340320
1566,USA Jet Airlines,JUS,UJ,17,https://www.flightradar24.com/static/images/data/operators/JUS_logo0.png,2024-02-09 12:15:35.340320
1567,USC,USY,XG,1,placeholder,2024-02-09 12:15:35.340320
1568,Utair,UTA,UT,63,https://images.flightradar24.com/assets/airlines/logotypes/212.png,2024-02-09 12:15:35.340320
1569,UVT Aero,UVT,RT,8,https://images.flightradar24.com/assets/airlines/logotypes/1097.png,2024-02-09 12:15:35.340320
1570,Uzbekistan Airways,UZB,HY,47,https://images.flightradar24.com/assets/airlines/logotypes/142.png,2024-02-09 12:15:35.340320
1571,Valair,VVV,,6,placeholder,2024-02-09 12:15:35.340320
1572,Valletta Airlines,HOT,,1,placeholder,2024-02-09 12:15:35.340320
1573,VallJet,VLJ,,19,https://images.flightradar24.com/assets/airlines/logotypes/1683.png,2024-02-09 12:15:35.340320
1574,ValueJet,FVJ,VK,2,https://images.flightradar24.com/assets/airlines/logotypes/2177.png,2024-02-09 12:15:35.340320
1575,Van Air Europe,VAA,V9,4,https://www.flightradar24.com/static/images/data/operators/VAA_logo0.png,2024-02-09 12:15:35.340320
1576,Varesh Airlines,VRH,,8,https://images.flightradar24.com/assets/airlines/logotypes/1539.png,2024-02-09 12:15:35.340320
1577,Vasco,VFC,0V,5,https://images.flightradar24.com/assets/airlines/logotypes/1203.png,2024-02-09 12:15:35.340320
1578,Venezolana,KXP,WW,4,placeholder,2024-02-09 12:15:35.340320
1579,Venezolana,VNE,,3,https://www.flightradar24.com/static/images/data/operators/VNE_logo0.png,2024-02-09 12:15:35.340320
1580,Ventura,VNT,,16,https://images.flightradar24.com/assets/airlines/logotypes/2203.png,2024-02-09 12:15:35.340320
1581,VeriJet,WSP,,24,https://images.flightradar24.com/assets/airlines/logotypes/2233.png,2024-02-09 12:15:35.340320
1582,Via Air,VID,,6,placeholder,2024-02-09 12:15:35.340320
1583,Vieques Air Link,VES,V4,12,https://images.flightradar24.com/assets/airlines/logotypes/1152.png,2024-02-09 12:15:35.340320
1584,VietJet Air,VJC,VJ,103,https://images.flightradar24.com/assets/airlines/logotypes/1016.png,2024-02-09 12:15:35.340320
1585,Vietnam Airlines,HVN,VN,101,https://images.flightradar24.com/assets/airlines/logotypes/89.png,2024-02-09 12:15:35.340320
1586,Vietravel Airlines,VAG,VU,3,placeholder,2024-02-09 12:15:35.340320
1587,Virgin Atlantic,VIR,VS,41,https://images.flightradar24.com/assets/airlines/logotypes/52.png,2024-02-09 12:15:35.340320
1588,Virgin Australia,VOZ,VA,103,https://images.flightradar24.com/assets/airlines/logotypes/206.png,2024-02-09 12:15:35.340320
1589,Vision Air International,VIS,,3,placeholder,2024-02-09 12:15:35.340320
1590,Vista America,VJA,,86,placeholder,2024-02-09 12:15:35.340320
1591,VistaJet,VJT,,142,https://images.flightradar24.com/assets/airlines/logotypes/1413.png,2024-02-09 12:15:35.340320
1592,Vistara,VTI,UK,68,https://images.flightradar24.com/assets/airlines/logotypes/1281.png,2024-02-09 12:15:35.340320
1593,VivaAerobus,VIV,VB,93,https://images.flightradar24.com/assets/airlines/logotypes/791.png,2024-02-09 12:15:35.340320
1594,VoePass,PTB,2Z,14,https://images.flightradar24.com/assets/airlines/logotypes/1118.png,2024-02-09 12:15:35.340320
1595,Volare Aviation,VLZ,,8,placeholder,2024-02-09 12:15:35.340320
1596,Volaris,VOI,Y4,132,https://images.flightradar24.com/assets/airlines/logotypes/624.png,2024-02-09 12:15:35.340320
1597,Volato,TMB,,22,https://images.flightradar24.com/assets/airlines/logotypes/1996.png,2024-02-09 12:15:35.340320
1598,Volga-Dnepr Airlines,VDA,VI,16,https://www.flightradar24.com/static/images/data/operators/VDA_logo0.png,2024-02-09 12:15:35.340320
1599,Volotea,VOE,V7,41,https://www.flightradar24.com/static/images/data/operators/VOE_logo0.png,2024-02-09 12:15:35.340320
1600,Voluxis,VXS,,7,https://images.flightradar24.com/assets/airlines/logotypes/1758.png,2024-02-09 12:15:35.340320
1601,Voyageur Airways,VAL,VC,33,https://www.flightradar24.com/static/images/data/operators/VAL_logo0.png,2024-02-09 12:15:35.340320
1602,Vueling,VLG,VY,127,https://www.flightradar24.com/static/images/data/operators/VLG_logo0.png,2024-02-09 12:15:35.340320
1603,VW Air Service,BTX,,2,https://images.flightradar24.com/assets/airlines/logotypes/1725.png,2024-02-09 12:15:35.340320
1604,Wamos Air,PLM,EB,7,https://images.flightradar24.com/assets/airlines/logotypes/434.png,2024-02-09 12:15:35.340320
1605,Warbelows Air Ventures,WAV,4W,6,https://www.flightradar24.com/static/images/data/operators/WAV_logo0.png,2024-02-09 12:15:35.340320
1606,Wasaya Airways,WSG,WP,17,https://images.flightradar24.com/assets/airlines/logotypes/1163.png,2024-02-09 12:15:35.340320
1607,Wermlandsflyg,BLW,,4,placeholder,2024-02-09 12:15:35.340320
1608,West Air,CHB,PN,39,https://www.flightradar24.com/static/images/data/operators/CHB_logo0.png,2024-02-09 12:15:35.340320
1609,West Atlantic,NPT,,32,https://images.flightradar24.com/assets/airlines/logotypes/827.png,2024-02-09 12:15:35.340320
1610,West Coast Charters,WCC,,14,https://images.flightradar24.com/assets/airlines/logotypes/1861.png,2024-02-09 12:15:35.340320
1611,West Link Airlines,WLN,,1,placeholder,2024-02-09 12:15:35.340320
1612,Westair Aviation,WAA,,5,https://images.flightradar24.com/assets/airlines/logotypes/1191.png,2024-02-09 12:15:35.340320
1613,Western Air,WST,WU,6,https://images.flightradar24.com/assets/airlines/logotypes/496.png,2024-02-09 12:15:35.340320
1614,Western Air Express,WAE,,6,placeholder,2024-02-09 12:15:35.340320
1615,Western Aircraft,STT,ST,14,https://images.flightradar24.com/assets/airlines/logotypes/512.png,2024-02-09 12:15:35.340320
1616,Western Global Airlines,WGN,KD,21,https://images.flightradar24.com/assets/airlines/logotypes/127.png,2024-02-09 12:15:35.340320
1617,WestJet,WJA,WS,180,https://images.flightradar24.com/assets/airlines/logotypes/164.png,2024-02-09 12:15:35.340320
1618,Wheels Up Private Jets,WUP,,56,placeholder,2024-02-09 12:15:35.340320
1619,White,WHT,WI,2,https://www.flightradar24.com/static/images/data/operators/WHT_logo0.png,2024-02-09 12:15:35.340320
1620,Wideroe,WIF,WF,50,https://images.flightradar24.com/assets/airlines/logotypes/47.png,2024-02-09 12:15:35.340320
1621,Wiggins Airways,WIG,,19,https://www.flightradar24.com/static/images/data/operators/WIG_logo0.png,2024-02-09 12:15:35.340320
1622,Wiking Helikopter Service,WHS,,1,https://images.flightradar24.com/assets/airlines/logotypes/420.png,2024-02-09 12:15:35.340320
1623,Winair,WIA,WM,6,https://images.flightradar24.com/assets/airlines/logotypes/258.png,2024-02-09 12:15:35.340320
1624,Windrose Air Jetcharter,QGA,,4,https://images.flightradar24.com/assets/airlines/logotypes/1660.png,2024-02-09 12:15:35.340320
1625,Windrose Airlines,WRC,7W,16,https://images.flightradar24.com/assets/airlines/logotypes/436.png,2024-02-09 12:15:35.340320
1626,Wing Aviation,CWG,,11,https://images.flightradar24.com/assets/airlines/logotypes/2288.png,2024-02-09 12:15:35.340320
1627,Wingo,RPB,P5,9,https://images.flightradar24.com/assets/airlines/logotypes/910.png,2024-02-09 12:15:35.340320
1628,Wings Air,WON,IW,74,https://images.flightradar24.com/assets/airlines/logotypes/918.png,2024-02-09 12:15:35.340320
1629,Wizz Air,WZZ,W6,202,https://images.flightradar24.com/assets/airlines/logotypes/7.png,2024-02-09 12:15:35.340320
1630,Woodgate Aviation,CWY,,7,placeholder,2024-02-09 12:15:35.340320
1631,World Atlantic Airlines,WAL,WL,8,https://images.flightradar24.com/assets/airlines/logotypes/1029.png,2024-02-09 12:15:35.340320
1632,World Cargo Airlines,WCM,3G,4,placeholder,2024-02-09 12:15:35.340320
1633,World2Fly,WFL,2W,2,https://images.flightradar24.com/assets/airlines/logotypes/1627.png,2024-02-09 12:15:35.340320
1634,Worldwide Jet Charter,WWI,,2,placeholder,2024-02-09 12:15:35.340320
1635,Wright Air Service,WRF,8V,18,placeholder,2024-02-09 12:15:35.340320
1636,XE Jet,XEJ,,3,placeholder,2024-02-09 12:15:35.340320
1637,Xfly,EST,EE,1,https://images.flightradar24.com/assets/airlines/logotypes/1023.png,2024-02-09 12:15:35.340320
1638,Xiamen Air,CXA,MF,164,https://images.flightradar24.com/assets/airlines/logotypes/346.png,2024-02-09 12:15:35.340320
1639,Xo,XOJ,,31,https://images.flightradar24.com/assets/airlines/logotypes/1337.png,2024-02-09 12:15:35.340320
1640,Yakutia Airlines,SYL,R3,13,https://www.flightradar24.com/static/images/data/operators/SYL_logo0.png,2024-02-09 12:15:35.340320
1641,Yamal Airlines,LLM,YC,29,https://www.flightradar24.com/static/images/data/operators/LLM_logo0.png,2024-02-09 12:15:35.340320
1642,YanAir,ANR,YE,3,https://www.flightradar24.com/static/images/data/operators/ANR_logo0.png,2024-02-09 12:15:35.340320
1643,Yazd Airways,DZD,,3,placeholder,2024-02-09 12:15:35.340320
1644,Yemenia,IYE,IY,7,https://www.flightradar24.com/static/images/data/operators/IYE_logo0.png,2024-02-09 12:15:35.340320
1645,Yeti Airlines,NYT,YT,7,https://www.flightradar24.com/static/images/data/operators/NYT_logo0.png,2024-02-09 12:15:35.340320
1646,YTO Cargo Airlines,HYT,YG,14,https://images.flightradar24.com/assets/airlines/logotypes/189.png,2024-02-09 12:15:35.340320
1647,Zafer Air,HMZ,,2,placeholder,2024-02-09 12:15:35.340320
1648,Zagros Airlines,IZG,ZO,15,https://images.flightradar24.com/assets/airlines/logotypes/1095.png,2024-02-09 12:15:35.340320
1649,Zambia Airways,AZB,ZN,1,https://images.flightradar24.com/assets/airlines/logotypes/1855.png,2024-02-09 12:15:35.340320
1650,Zenflight,XEN,,6,https://images.flightradar24.com/assets/airlines/logotypes/1954.png,2024-02-09 12:15:35.340320
1651,Zenith Aviation,BZE,,5,https://images.flightradar24.com/assets/airlines/logotypes/1567.png,2024-02-09 12:15:35.340320
1652,Zetavia,ZAV,ZK,4,placeholder,2024-02-09 12:15:35.340320
1653,Zil Air,SYZ,,1,placeholder,2024-02-09 12:15:35.340320
1654,Zimex Aviation,IMX,XM,20,https://images.flightradar24.com/assets/airlines/logotypes/347.png,2024-02-09 12:15:35.340320
1655,Zipair,TZP,ZG,8,https://images.flightradar24.com/assets/airlines/logotypes/713.png,2024-02-09 12:15:35.340320
1656,Zoom Air,ZOM,ZO,1,placeholder,2024-02-09 12:15:35.340320
1657,ZYB Lily Jet,MZT,,9,placeholder,2024-02-09 12:15:35.340320
